,rcvTime,sendTime,label,pos_x,pos_y,pos_z,pos_noise_x,pos_noise_y,pos_noise_z,spd_x,spd_y,spd_z,spd_noise_x,spd_noise_y,spd_noise_z,acl_x,acl_y,acl_z,acl_noise_x,acl_noise_y,acl_noise_z,hed_x,hed_y,hed_z,hed_noise_x,hed_noise_y,hed_noise_z
852,0.36803193355126496,0.36803193355126496,0.0,0.16600796122815722,0.09961906953303888,0.0,0.7906261178925174,0.7572444256584301,0.0,0.20203750719513663,0.5110449675788157,0.0,0.4156714707062447,0.3536923349411965,0.0,0.5238227368001267,0.434272241316802,0.0,0.0021840140254036143,0.0001423609966128586,0.0,0.42854717067866416,0.995190763384515,0.0,0.462502198589041,0.1367477314970413,0.0
862,0.42949956823048296,0.42949956823048296,0.0,0.15196286361979583,0.19112993594381406,0.0,0.7344174633916001,0.7307564909046536,0.0,0.20784331252181126,0.5134032019221326,0.0,0.4145932316193993,0.3530508685867225,0.0,0.5044129274467193,0.549003244081574,0.0,1.2285685122664732e-05,5.3746810740306734e-05,0.0,0.4630244664871736,0.9987851490634757,0.0,0.4483291779226575,0.13498899483987192,0.0
847,0.33729813432046285,0.33729813432046285,0.0,0.17351227984096487,0.05492273723867193,0.0,0.666537039326976,0.7860039987208014,0.0,0.21702680040851088,0.469125174126542,0.0,0.4128880729241047,0.36509003255134254,0.0,0.47199679282084755,0.779226572878944,0.0,0.002110622438173399,0.017516711049545827,0.0,0.4412616043606513,0.9967957823726201,0.0,0.42678527569246316,0.1720371711819762,0.0
846,0.3311512923289115,0.3311512923289115,0.0,0.17458441259585727,0.048030113392428006,0.0,0.639244351195315,0.745030486140428,0.0,0.2205161515673383,0.42597342873560895,0.0,0.4122400743417136,0.37682274059226256,0.0,0.47148804231773117,0.754303663044716,0.0,0.003995904324706293,0.014637486220572605,0.0,0.4336417662802184,0.995873357673781,0.0,0.4188685708039406,0.21774104011288622,0.0
901,0.6692233595458674,0.6692233595458674,0.0,0.11243461778000391,0.4517070896871549,0.0,0.7745000178949002,0.8178160333306808,0.0,0.21103595324565425,0.4898969226355462,0.0,0.4140006287827862,0.3594424697478343,0.0,0.5266779728602294,0.40629461916047455,0.0,1.7233653219111897e-06,7.4513753096912175e-06,0.0,0.5160370744839856,0.9996768723175526,0.0,0.44072300557989963,0.1535543309055402,0.0
891,0.6077557163582696,0.6077557163582696,0.0,0.12462278592611842,0.3687231487545894,0.0,0.6552506314972479,0.8191008361231515,0.0,0.21285348921776287,0.4844090108950432,0.0,0.4136630894599159,0.3609345432812577,0.0,0.5238794101242581,0.4219771535104301,0.0,0.0003918702748963471,2.0420950543662232e-05,0.0,0.5177826594276794,0.9996112778368658,0.0,0.43644766181095185,0.15823793239093836,0.0
868,0.46638013801015177,0.46638013801015177,0.0,0.14425399643186473,0.2438287033502526,0.0,0.7775215391848829,0.7154602425579839,0.0,0.22106010424749206,0.42948627021337293,0.0,0.4121391873296937,0.37586777799043164,0.0,0.5702847099931995,0.11843865754170385,0.0,0.005429671691909416,0.02407039375084913,0.0,0.47998785191151305,0.9996783333552237,0.0,0.4176491087083886,0.21361047219762958,0.0
115,0.20311429830633188,0.20311429830633188,0.0,0.24754077219395396,0.1756849944011008,0.0,0.12916535913225302,0.09794679832492514,0.0,0.5336876989922232,0.357739866639729,0.0,0.13693877072749422,0.28774447504724227,0.0,0.5190807222327632,0.5030829251012943,0.0,0.015300804442770087,0.015274136109460214,0.0,0.9778222104930576,0.6468550881424237,0.0,0.025941239930872034,0.12352733143362687,0.0
967,0.7602762332184057,0.7602762332184057,0.0,0.1347999396346404,0.6029035298731285,0.0,0.6090837723836884,0.58693926805207,0.0,0.46100306067950403,0.288552285126829,0.0,0.006420785904330317,0.34513644661324766,0.0,0.6022175621543998,0.5123575647006846,0.0,0.006042593035870884,0.0005295524991787482,0.0,0.997937692674274,0.5452948491942827,0.0,0.04464108874434974,0.1946275511949811,0.0
945,0.9396809331829559,0.9396809331829559,0.0,0.0937308014185885,0.5839112039046279,0.0,0.8008983704121573,0.8713876523817932,0.0,0.23805717691358835,0.32899510560118933,0.0,0.4089829555449634,0.4031908148244508,0.0,0.48185522421983185,0.7382082762849619,0.0,0.002672669573595785,0.014311210929684483,0.0,0.5161229484851055,0.9996737871450261,0.0,0.38121526789708565,0.3690194859555104,0.0
855,0.38647221604708193,0.38647221604708193,0.0,0.1616405981008166,0.12699853726586877,0.0,0.7734955631103888,0.8443067750365219,0.0,0.2074797548497136,0.5136641644599462,0.0,0.41466081062498533,0.3529800167594598,0.0,0.49558651278910604,0.6051516859738241,0.0,0.0018108573001365514,0.0010325913517192692,0.0,0.44132830142343427,0.9968033367944833,0.0,0.44920475002247917,0.13479610665717207,0.0
902,0.6753701382417603,0.6753701382417603,0.0,0.11118491779929685,0.4600203851296516,0.0,0.6855208538363917,0.799414971230276,0.0,0.21102810032050728,0.4899469718110995,0.0,0.4140020734786599,0.35942884220007,0.0,0.4999845223507273,0.5767265529947806,0.0,4.705577457540085e-06,2.0345670902816167e-05,0.0,0.5174030102530338,0.9996260598400442,0.0,0.4407413928733706,0.15351219005486322,0.0
922,0.7983053464741943,0.7983053464741943,0.0,0.09363532879110296,0.5811058116433852,0.0,0.7225282776628503,0.8745938241504192,0.0,0.24615724383274265,0.2643742824176044,0.0,0.4074789013632011,0.4207610181564675,0.0,0.5156370369901784,0.4710842061757677,0.0,0.0004411090698869269,0.002361984812704956,0.0,0.5170048731086043,0.9996412536668627,0.0,0.36497228093135725,0.5239245184165278,0.0
895,0.6323427611555417,0.6323427611555417,0.0,0.12010676298488246,0.40176353646178536,0.0,0.6981480131536466,0.6787543405604299,0.0,0.2127611108312808,0.4915836414350585,0.0,0.41368015391703283,0.3589836568676961,0.0,0.4913370727444535,0.6396439702606012,0.0,0.00023251742923351593,0.0010643398104411643,0.0,0.5198475282019871,0.9995258582280269,0.0,0.4366628188497289,0.15214177929641812,0.0
968,0.7664230103123941,0.7664230103123941,0.0,0.1424984062173749,0.6039427478996124,0.0,0.6334589743698418,0.7495748745829529,0.0,0.46370562659553133,0.28968413271044074,0.0,0.0013656207988174685,0.3420363569829453,0.0,0.6099486503299358,0.5137056296788781,0.0,0.016465383089259898,0.004628375145133245,0.0,0.9976906405496795,0.5479104833290539,0.0,0.043920183748535624,0.1934286027360705,0.0
921,0.7921586076457174,0.7921586076457174,0.0,0.0936175041329702,0.5808810386402042,0.0,0.8038323353808414,0.8483017221701659,0.0,0.24542790157167185,0.27019288767548355,0.0,0.40761432968367983,0.41917895870899646,0.0,0.5166049186796402,0.46343097344929435,0.0,0.0008460203259874538,0.004530142991136242,0.0,0.5192839530239802,0.99955001416196,0.0,0.3664064982664725,0.5076605433016783,0.0
925,0.8167456805865072,0.8167456805865072,0.0,0.09348363134622219,0.581224418166226,0.0,0.8114659798489317,0.6891248061949453,0.0,0.24660518370119483,0.26080065485491705,0.0,0.4073957250508711,0.4217326751206023,0.0,0.5120943014701782,0.49909696207821114,0.0,2.9146237520675825e-05,0.0001560679094251907,0.0,0.5170048731086043,0.9996412536668627,0.0,0.3640941625863926,0.5341694734306213,0.0
