,rcvTime,sendTime,label,pos_x,pos_y,pos_z,pos_noise_x,pos_noise_y,pos_noise_z,spd_x,spd_y,spd_z,spd_noise_x,spd_noise_y,spd_noise_z,acl_x,acl_y,acl_z,acl_noise_x,acl_noise_y,acl_noise_z,hed_x,hed_y,hed_z,hed_noise_x,hed_noise_y,hed_noise_z
759,0.593191381817519,0.593191381817519,0.2777777777777778,0.12460098907149125,0.3681451630296824,0.0,0.2535262475068101,0.4391711454744154,0.0,0.4127678444849615,0.5577540018968024,0.0,0.41162234749383037,0.38073488755561047,0.0,0.5049650431211076,0.5461826551843967,0.0,0.00021502060563802398,0.00020168505544083422,0.0,0.49424444895103686,0.9999862076310115,0.0,0.32388549237387126,0.11284455045982855,0.0
715,0.3227338020114985,0.3227338020114985,0.2777777777777778,0.14297687542043822,0.25255432479506473,0.0,0.36897157369163036,0.3424285282855404,0.0,0.4127678444849615,0.5577540018968024,0.0,0.4106395634401538,0.39037132300321403,0.0,0.587755761733848,0.004064701190199749,0.0,0.0032161088884286072,0.014257401125227578,0.0,0.47355982883860526,0.9994073580246899,0.0,0.3101050375801051,0.15179497139651113,0.0
720,0.353467616751459,0.353467616751459,0.2777777777777778,0.14197508845898585,0.25908746655653797,0.0,0.33378454715852346,0.38528846175931486,0.0,0.4127678444849615,0.5577540018968024,0.0,0.4073901118540957,0.42179824789707754,0.0,0.5118989353168529,0.5006488721366549,0.0,0.0,0.0,0.0,0.47977784914924254,0.9996707797644724,0.0,0.26850823679092295,0.39625635406441895,0.0
768,0.6485123088694991,0.6485123088694991,0.2777777777777778,0.11374756451448485,0.44310968592970407,0.0,0.38802079729556405,0.44839956552382043,0.0,0.4127678444849615,0.5577540018968024,0.0,0.411720936509105,0.38094638346589776,0.0,0.5041668197683935,0.5500136933300275,0.0,4.631955587564346e-05,0.00020027349427278825,0.0,0.4921680352229944,0.9999664817318027,0.0,0.3253006072904122,0.1135832666168496,0.0
974,0.7295424482376234,0.7295424482376234,0.0,0.09845104910421572,0.5983111525806671,0.0,0.4931874426070877,0.6072920435358045,0.0,0.4378745214345936,0.27845579506650137,0.0,0.0497028003583716,0.372818997616288,0.0,0.504150129455181,0.4999527923138522,0.0,0.055517361901121255,0.0034846184114427662,0.0,0.9993839619830274,0.524995501350748,0.0,0.05125399479872927,0.20566460872517556,0.0
716,0.3288805442902003,0.3288805442902003,0.2777777777777778,0.1422155073166975,0.2573088198185061,0.0,0.4064977480188825,0.38290854999250223,0.0,0.4127678444849615,0.5577540018968024,0.0,0.4091212772181457,0.40505535992536407,0.0,0.5870333994040173,0.008795096407373748,0.0,0.0049452715712977055,0.021922989211760426,0.0,0.47977784914934296,0.9996707797644758,0.0,0.2899382874973906,0.23792592952406247,0.0
816,0.9435569525148821,0.9435569525148821,0.2777777777777778,0.09180908998404008,0.5962260395560374,0.0,0.45903561627047207,0.4732347928462264,0.0,0.4127678444849615,0.5577540018968024,0.0,0.4089090190717175,0.399535392690058,0.0,0.48137143183670056,0.8035172926494255,0.0,0.001570844835155831,0.011113120049355638,0.0,0.5079432668706529,0.999901856320091,0.0,0.28722333750527107,0.2009971316509019,0.0
731,0.4210819878745724,0.4210819878745724,0.2777777777777778,0.14176348625509264,0.2591000051269279,0.0,0.3215775080828964,0.41680204704304735,0.0,0.4127678444849615,0.5577540018968024,0.0,0.4073901118540957,0.42179824789707754,0.0,0.5118989353168529,0.5006488721366549,0.0,0.0,0.0,0.0,0.481155077531149,0.9997187188986746,0.0,0.26850823679092295,0.39625635406441895,0.0
746,0.5132834327132514,0.5132834327132514,0.2777777777777778,0.14088245381878453,0.2658987071605792,0.0,0.31865709913869766,0.3757765885751616,0.0,0.4127678444849615,0.5577540018968024,0.0,0.4097588380776784,0.4011805563715378,0.0,0.46503953888568894,0.7767236263578996,0.0,0.0023714587528840566,0.009143633809709562,0.0,0.47545763228364646,0.9994959171973594,0.0,0.2982452011762674,0.2113661113271208,0.0
800,0.845208681949714,0.845208681949714,0.2777777777777778,0.09270355341281813,0.5889521998806851,0.0,0.4606828668282965,0.556070097352674,0.0,0.4127678444849615,0.5577540018968024,0.0,0.4073901118540957,0.42179824789707754,0.0,0.5118995300255431,0.5006494498481743,0.0,0.0,0.0,0.0,0.4961370865473194,0.999996731595549,0.0,0.26850823679092295,0.39625635406441895,0.0
