,rcvTime,sendTime,label,pos_x,pos_y,pos_z,pos_noise_x,pos_noise_y,pos_noise_z,spd_x,spd_y,spd_z,spd_noise_x,spd_noise_y,spd_noise_z,acl_x,acl_y,acl_z,acl_noise_x,acl_noise_y,acl_noise_z,hed_x,hed_y,hed_z,hed_noise_x,hed_noise_y,hed_noise_z
433,0.647715893939278,0.647715893939278,1.0,0.6722214359685916,0.7064023331650435,0.0,0.4951517376301693,0.593214159898227,0.0,0.38746020244610446,0.7486729580163184,0.0,0.2523430286931295,0.20733635142428705,0.0,0.7049623935444895,0.6439011831944668,0.0,0.0013009488900498647,0.000824830257302401,0.0,0.5806598263714435,0.7472545534219311,0.0,0.032980343144089014,0.056412203880870176,0.0
250,0.5952455380049742,0.5952455380049742,0.0,0.5408861407653806,0.5160840389457301,0.0,0.22045215436262633,0.20017904703409672,0.0,0.2078809120263038,0.03773057117864803,0.0,0.3644063240485564,0.06003581955473658,0.0,0.4983560297654957,0.42313654512763804,0.0,0.6465143567088457,0.10655877617852044,0.0,0.40038096906517157,0.008993234048335574,0.0,0.17995023494597287,0.7298409520298634,0.0
35,0.03585612209280953,0.03585612209280953,0.8888888888888888,0.14376685047798443,0.26559403173942,0.0,0.79033387662955,0.75868117880738,0.0,0.2405033404522757,0.2960820447118686,0.0,0.41690857560567146,0.49007957813618264,0.0,0.4747695813017382,0.71415900421005,0.0,0.0285430404339027,0.10032449373050341,0.0,0.41239105102045553,0.9926741691352099,0.0,0.0011939625414228942,0.0010295402302404042,0.0
271,0.724327601742857,0.724327601742857,0.0,0.661591423235594,0.6232853386658648,0.0,0.15398368306107058,0.269647055220241,0.0,0.4578520522283902,0.3474969958201752,0.0,0.6415128540934272,0.5628712498976284,0.0,0.5144855289569502,0.501734259801669,0.0,0.0878030277198959,0.1066529433373041,0.0,0.965536213994708,0.6819481901958545,0.0,0.04346555716779538,0.13535181715746905,0.0
701,0.17521144760223706,0.17521144760223706,0.2777777777777778,0.17564862867086548,0.05418701305537393,0.0,0.3048602012587185,0.44827806116334123,0.0,0.4127678444849615,0.5577540018968024,0.0,0.4113271077205617,0.3810320471390902,0.0,0.5300979309124254,0.3730964891411638,0.0,0.0008627243611207351,0.0025338074270851996,0.0,0.451780415764125,0.9978762080304784,0.0,0.31968374982530656,0.1138838208783967,0.0
261,0.6628599301886879,0.6628599301886879,0.0,0.599813074925644,0.5709299301999453,0.0,0.2439018981273504,0.22994489409573848,0.0,0.4046453390629821,0.42393102001543737,0.0,0.5825588783734037,0.6870003590687019,0.0,0.46351030847726726,0.45105892827253724,0.0,0.0004811707235360938,0.00033391606006863807,0.0,0.8539720815792596,0.8524839280819577,0.0,0.05958127621330276,0.08881973623912165,0.0
465,0.7460641232559055,0.7460641232559055,1.0,0.6139054528237063,0.43074432794260975,0.0,0.5913377293234165,0.5856391996117172,0.0,0.37380391679936087,0.42495871830980314,0.0,0.19892163557620207,0.34480381115560205,0.0,0.514098185030027,0.5861715165551722,0.0,0.001596504283898668,0.00027027560589344614,0.0,0.8558059150172657,0.18453435919620886,0.0,0.02239809673224494,0.1010140560146324,0.0
14,0.014342434773311652,0.014342434773311652,0.8888888888888888,0.14685804518822912,0.22460207138435775,0.0,1.0000000000000002,0.8928452850002169,0.0,0.24264325586809546,0.2872911541691693,0.0,0.416003633271795,0.5048665651466387,0.0,0.4873966601093796,0.6606210003312334,0.0,0.02805544961039946,0.12401942548622949,0.0,0.4271952140643531,0.9950007278404953,0.0,0.0007735575316114782,0.005644005748503539,0.0
702,0.18135820018432014,0.18135820018432014,0.2777777777777778,0.1742494710337103,0.062463580615589154,0.0,0.3471204201861362,0.4788850833400611,0.0,0.4127678444849615,0.5577540018968024,0.0,0.4124955475031762,0.3812468224209938,0.0,0.5119448364125122,0.5004036843828673,0.0,0.0038057725585017854,0.0003206554309736957,0.0,0.4350497329772083,0.9960526785039847,0.0,0.33663231985862085,0.1146407999313243,0.0
432,0.6446425427293434,0.6446425427293434,1.0,0.8348842578873621,0.7227405353143063,0.0,0.4951517376301693,0.593214159898227,0.0,0.955397067545217,0.3287501210785339,0.0,0.2523430286931295,0.20733635142428705,0.0,0.5800112798734165,0.5451728174284329,0.0,0.0013009488900498647,0.000824830257302401,0.0,0.2869519270579631,0.681050123564091,0.0,0.032980343144089014,0.056412203880870176,0.0
29,0.029709422007158537,0.029709422007158537,0.8888888888888888,0.14480426208834324,0.25935440098557566,0.0,0.6816863545951413,0.6781571761625604,0.0,0.23875546798832192,0.30776845986041185,0.0,0.41623008913987725,0.49350959429203367,0.0,0.4635339194536804,0.7856024860017858,0.0,0.028793048193820392,0.10706368294457579,0.0,0.41421603437737364,0.9929854119742603,0.0,0.0008993385910315886,0.0016166782390881563,0.0
247,0.5768052729496276,0.5768052729496276,0.0,0.525061731365292,0.5319799570190157,0.0,0.18273082343824254,0.32132555247662076,0.0,0.4652744215130754,0.3274076482713246,0.0,0.6497575616237083,0.530281536528526,0.0,0.5110396471326993,0.500490726487108,0.0,0.014094723684802265,0.3000853124915335,0.0,0.9806864240555938,0.6372374518532848,0.0,0.04155171826546543,0.15109905764492637,0.0
431,0.6415691131423955,0.6415691131423955,1.0,0.9965801537725543,0.1587762512212333,0.0,0.5500697119970708,0.6788806651221531,0.0,0.7221404404869991,0.9588854359406978,0.0,0.252742443112922,0.2078888234360256,0.0,0.601230449372596,0.6811085321238683,0.0,0.004004648467799721,0.0020875871752212513,0.0,0.980394499907061,0.38006954116992064,0.0,0.03307269509652005,0.05654570075959235,0.0
65,0.06658993492152376,0.06658993492152376,0.8888888888888888,0.17876743288232316,0.06087736314033044,0.0,0.5578443099160433,0.6745932082865116,0.0,0.24903536203710425,0.24570411569489872,0.0,0.40786260932583734,0.4240127472527172,0.0,0.5270151862912181,0.41080023116454195,0.0,0.0015389906597608758,0.0033062056259182035,0.0,0.425267787947974,0.9947233362435699,0.0,0.09289875118303392,0.05434524088086541,0.0
59,0.060443189268880815,0.060443189268880815,0.8888888888888888,0.1797980952584462,0.055658407487182135,0.0,0.7704157281161466,0.8841104332262126,0.0,0.24278916449965254,0.282486552889673,0.0,0.4074314332714835,0.4256932103469566,0.0,0.48733610806099026,0.6325547303699677,0.0,0.00013458966282619612,0.005815105220841508,0.0,0.41644685668087356,0.9933565019009265,0.0,0.09777665939860161,0.0504579333986334,0.0
20,0.020489215810584938,0.020489215810584938,0.8888888888888888,0.14658524092730854,0.22688112861175044,0.0,0.7159342026899229,0.7394333212300339,0.0,0.24211529944222582,0.28902546426104686,0.0,0.41576793531371115,0.49749705919451515,0.0,0.48477426554773223,0.6722371455856895,0.0,0.027287748241165255,0.11301689257643294,0.0,0.4181931204255417,0.9936398111310002,0.0,0.0007749229605011629,0.004005709635014665,0.0
424,0.6200554608843163,0.6200554608843163,1.0,0.39391049504763037,0.8937459563348031,0.0,0.4781656620058532,0.5775997203670626,0.0,0.8160392518598363,0.7733491060716049,0.0,0.25862486108816596,0.19657054688594255,0.0,0.6449981482918524,0.5710002177448759,0.0,0.00045425751659841217,0.00031523921308348557,0.0,0.987425286246652,0.9086180133902957,0.0,0.0344583282926987,0.05387042053935591,0.0
276,0.7550614425941262,0.7550614425941262,0.0,0.7010368992751864,0.6343514572459186,0.0,0.2037148334457657,0.19845293227714023,0.0,0.4682938469089695,0.3165687876488925,0.0,0.653070400559512,0.512636277060849,0.0,0.4564857955454677,0.48681796176950237,0.0,0.0030357147724405197,0.0003058740816781698,0.0,0.9866344735387822,0.6144967104813056,0.0,0.040803659575598845,0.16036432479356424,0.0
81,0.0829813455339945,0.0829813455339945,0.8888888888888888,0.18854516892766995,0.019647705223929623,0.0,0.5312799420595924,0.6943022219796589,0.0,0.2556330012204118,0.17547908648288135,0.0,0.4135829469977703,0.33603019390629607,0.0,0.4586349694781864,1.0,0.0,0.019667109499180654,0.12485167706822138,0.0,0.5368929818472084,0.000950123697481875,0.0,0.09852503811976698,0.2498180389640147,0.0
405,0.1006538873330669,0.1006538873330669,1.0,0.3730030780278516,0.5218322465414116,0.0,0.552363265740921,0.587116336283571,0.0,0.8521731008887856,0.9582747856900462,0.0,0.32167583327830507,0.5836942511251034,0.0,0.6068541531209171,0.5336324924161918,0.0,0.2292699979908839,0.013451381227353901,0.0,0.8902614949049868,0.8298452811608836,0.0,0.05276385083166751,0.27355365768584583,0.0
224,0.6096807650346818,0.6096807650346818,0.0,0.48188038540187605,0.5533497426988314,0.0,0.5427257506597065,0.47613043573456726,0.0,0.06040277220568677,0.3951484112560771,0.0,0.3758827705310669,0.45513918761057726,0.0,0.5513159042446196,0.47244546956554884,0.0,0.014867403124127576,0.00721139032760543,0.0,0.1603600562695514,0.8699632192261431,0.0,0.6257744980771442,0.16337757359238117,0.0
74,0.07581008406720002,0.07581008406720002,0.8888888888888888,0.1779188708285207,0.04954308789052776,0.0,0.5631539372656524,0.5954188034863439,0.0,0.24621984355624346,0.26296741266158535,0.0,0.4074148019919839,0.4220383514378306,0.0,0.5094703335084144,0.5150578627102392,0.0,7.957939471875759e-05,0.0003579175535599039,0.0,0.42321037209328666,0.9944188366819913,0.0,0.0927240695256525,0.05503286712258072,0.0
10,0.010244613166150884,0.010244613166150884,0.8888888888888888,0.14332850058068167,0.24835009825431653,0.0,0.9727707329509949,0.8631315267847601,0.0,0.24254487976034594,0.2871857676305397,0.0,0.416003633271795,0.5048665651466387,0.0,0.4873966601093796,0.6606210003312334,0.0,0.02805544961039946,0.12401942548622949,0.0,0.4271842746669059,0.9949991749184448,0.0,0.0005191787302036947,0.005274895859029031,0.0
5,0.005122330535982655,0.005122330535982655,0.8888888888888888,0.14630841700745106,0.24803188925405092,0.0,0.7360400424677238,0.6716053010575631,0.0,0.24663634750979863,0.2605604680883306,0.0,0.41288005464319033,0.4722097667131252,0.0,0.5119042020867784,0.5006539883787854,0.0,0.016820009447378555,0.07456514376216439,0.0,0.42466814722226337,0.9946354851347382,0.0,0.0,0.006644306769582869,0.0
464,0.7429907036766394,0.7429907036766394,1.0,0.7955192426147527,0.7642123061778043,0.0,0.5913377293234165,0.5856391996117172,0.0,0.4639328559083681,0.9436653688471168,0.0,0.19892163557620207,0.34480381115560205,0.0,0.7316854044782759,0.6943293136572873,0.0,0.001596504283898668,0.00027027560589344614,0.0,0.8731471085915126,0.18257642667115526,0.0,0.02239809673224494,0.1010140560146324,0.0
39,0.039954018754599474,0.039954018754599474,0.8888888888888888,0.1804607489389167,0.07867011502838128,0.0,0.5531088110528084,0.630550188429644,0.0,0.29009475847778826,0.00013060117078828037,0.0,0.43730812651153933,0.15926953453665244,0.0,0.5201791430534008,0.45147506899833795,0.0,0.0023447091983036846,0.001543464448947978,0.0,0.5688377680386312,0.00445233705092174,0.0,0.0810836035915091,0.6470634250993013,0.0
435,0.653862671828108,0.653862671828108,1.0,0.8185708619228299,0.3308238526892801,0.0,0.5139160692696996,0.5552926784789756,0.0,0.8060287814584755,0.716909223515803,0.0,0.2453462387135691,0.21574241543092404,0.0,0.6119734914133972,0.5529051968622174,0.0,0.0227895281368599,0.012550094467053761,0.0,0.640171605441112,0.5457761193661614,0.0,0.03139736174946715,0.05847656734790413,0.0
400,0.08528698237023491,0.08528698237023491,1.0,0.06998742402788334,0.6517180350108596,0.0,0.6315142026803899,0.5222377765505091,0.0,0.43215326475281624,0.6100640009615282,0.0,0.39710816872457655,0.5243782102843524,0.0,0.7273501863484269,0.6128908338709664,0.0,0.0165284067153792,0.07558509031309207,0.0,0.3638620916148318,0.9605348663235828,0.0,0.08579711629320769,0.21385936055717855,0.0
61,0.062492096428911736,0.062492096428911736,0.8888888888888888,0.18115807639475334,0.0470415915458363,0.0,0.7968127368731668,0.9129159950654568,0.0,0.2424011486302757,0.28239345529197907,0.0,0.4074314332714835,0.4256932103469566,0.0,0.48733610806099026,0.6325547303699677,0.0,0.00013458966282619612,0.005815105220841508,0.0,0.4208224648105274,0.9940545272321718,0.0,0.09633827773434606,0.048370806270990274,0.0
275,0.7489146189757889,0.7489146189757889,0.0,0.693213355695568,0.6323084492178542,0.0,0.23183300507352467,0.2380203176683533,0.0,0.4691389414856886,0.3166993142695001,0.0,0.6540024189222029,0.5128411517823344,0.0,0.5445328493932542,0.5088409347274873,0.0,0.005354426297740429,0.0028932593455691827,0.0,0.9866770853012575,0.614316410561088,0.0,0.04059532620713132,0.1602536004095348,0.0
46,0.04712525124523381,0.04712525124523381,0.8888888888888888,0.13793071308633945,0.2817060667875771,0.0,0.6867089548273599,0.8225219321833632,0.0,0.24651683643366096,0.2612506019270343,0.0,0.414060831468081,0.4767845771440581,0.0,0.5111460093528735,0.5048434949735903,0.0,0.021727471137496204,0.08209354888362336,0.0,0.4134641392566474,0.9928580157523971,0.0,0.0018703848072571033,0.00032674541983590804,0.0
263,0.675153473859325,0.675153473859325,0.0,0.6114402307495045,0.5823257689758008,0.0,0.294869256850929,0.11863281664551684,0.0,0.4122448305673877,0.4169993014496048,0.0,0.5909585607722962,0.6757110393212433,0.0,0.5131467596843758,0.5018190616599327,0.0,0.002503043218040031,0.003980037231077708,0.0,0.8693779116112113,0.8363427257643787,0.0,0.05699923859120814,0.09230356374463046,0.0
41,0.04200292572994613,0.04200292572994613,0.8888888888888888,0.14237841862172193,0.2734757888358161,0.0,0.9816250592013251,0.9750072561099297,0.0,0.2411884446013483,0.2912691820127125,0.0,0.417630046288712,0.4947575289468739,0.0,0.47875290188246916,0.6855847143484906,0.0,0.03313132146844214,0.10878105926646056,0.0,0.41019917077802415,0.9922912188707207,0.0,0.0021355139371804907,0.001376273388115312,0.0
64,0.06556548678361196,0.06556548678361196,0.8888888888888888,0.17662976002383013,0.0605404311172448,0.0,0.5578443099160433,0.6745932082865116,0.0,0.24916066879483717,0.24567288002527304,0.0,0.40789245569300864,0.42405558170665586,0.0,0.5270151862912181,0.41080023116454195,0.0,0.0015389906597608758,0.0033062056259182035,0.0,0.4300723555236706,0.9954006655003074,0.0,0.09289875118303392,0.05434524088086541,0.0
